criminal_id,name,age,home_state,home_district,district,gang_id
C0742,Akhil Kudva,41,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0743,Ganesh Pai,34,Karnataka,Hassan,Hassan,Gang_25
C0744,Gautham Hegde,45,Karnataka,Dharwad,Dharwad,Gang_31
C0745,Vinod Kotian,48,Karnataka,Ballari,Ballari,None
C0746,Mukesh Kunder,56,Karnataka,Dharwad,Dharwad,None
C0747,Ashok Rai,22,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0748,Girish Acharya,42,Karnataka,Belagavi,Belagavi,None
C0749,Sunil Rao,31,Karnataka,Koppal,Koppal,Gang_4
C0750,Sandeep Shet,49,Karnataka,Shivamogga,Shivamogga,None
C0751,Gautham Karkera,29,Karnataka,Kalaburagi,Kalaburagi,None
C0752,Amith Joshi,57,Karnataka,Koppal,Koppal,Gang_36
C0753,Ganesh Verma,55,Andhra Pradesh,Mysuru,Mysuru,None
C0754,Anand Salian,42,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0755,Nithin Joshi,57,Andhra Pradesh,Ballari,Ballari,None
C0756,Yogesh Rai,38,Andhra Pradesh,Tumakuru,Tumakuru,Gang_10
C0757,Pavan Joshi,30,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0758,Pranav Pandit,37,Karnataka,Raichur,Raichur,None
C0759,Abhishek Rai,49,Karnataka,Dharwad,Dharwad,None
C0760,Gautham Shettigar,25,Karnataka,Dharwad,Dharwad,None
C0761,Devraj Bhat,27,Karnataka,Koppal,Koppal,None
C0762,Umesh Noronha,28,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0763,Akash Pujari,28,Karnataka,Kodagu,Kodagu,None
C0764,Aravind Noronha,46,Karnataka,Bidar,Bidar,Gang_45
C0765,Pradeep Salian,28,Karnataka,Raichur,Raichur,None
C0766,Ravi Moily,52,Karnataka,Tumakuru,Tumakuru,None
C0767,Madan Lobo,44,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0768,Mithun Pujari,40,Kerala,Belagavi,Belagavi,None
C0769,Naveen Rao,44,Tamil Nadu,Mysuru,Mysuru,None
C0770,Chirag Murthy,44,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_49
C0771,Tejas Kumar,53,Karnataka,Belagavi,Belagavi,Gang_10
C0772,Pavan Devadiga,26,Telangana,Bengaluru Rural,Bengaluru Rural,None
C0773,Mithun D'Souza,45,Karnataka,Shivamogga,Shivamogga,Gang_11
C0774,Manoj Sharma,21,Karnataka,Bidar,Bidar,None
C0775,Amith Desai,45,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0776,Sandeep Adiga,53,Maharashtra,Raichur,Raichur,None
C0777,Varun Moily,22,Karnataka,Kodagu,Kodagu,None
C0778,Shivakumar Hegde,32,Karnataka,Shivamogga,Shivamogga,Gang_48
C0779,Ganesh Shettigar,41,Karnataka,Kalaburagi,Kalaburagi,None
C0780,Chandan Shanbhag,51,Karnataka,Ballari,Ballari,None
C0781,Chandan Noronha,57,Karnataka,Vijayapura,Vijayapura,None
C0782,Nagaraj Kulkarni,39,Karnataka,Bidar,Bidar,None
C0783,Raghav Mallya,52,Karnataka,Ballari,Ballari,Gang_19
C0784,Aravind Gowda,22,Karnataka,Ballari,Ballari,Gang_10
C0785,Shankar Moily,56,Karnataka,Vijayapura,Vijayapura,None
C0786,Kiran Bhat,39,Karnataka,Vijayapura,Vijayapura,Gang_34
C0787,Sunil D'Souza,31,Karnataka,Hassan,Hassan,None
C0788,Santosh D'Souza,50,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0789,Nagaraj Ramesh,58,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0790,Anand Rao,33,Karnataka,Belagavi,Belagavi,Gang_4
C0791,Ajay Bangera,58,Karnataka,Mysuru,Mysuru,None
C0792,Jagannath Patil,28,Karnataka,Koppal,Koppal,Gang_37
C0793,Aditya Pai,42,Karnataka,Shivamogga,Shivamogga,None
C0794,Santosh Shanbhag,28,Karnataka,Shivamogga,Shivamogga,Gang_36
C0795,Akhil Pandit,58,Karnataka,Mysuru,Mysuru,None
C0796,Nikhil Naik,22,Karnataka,Tumakuru,Tumakuru,None
C0797,Krishna Naik,41,Karnataka,Kodagu,Kodagu,None
C0798,Yogesh Pujari,32,Karnataka,Dharwad,Dharwad,None
C0799,Jagadish Reddy,50,Karnataka,Ballari,Ballari,None
C0800,Pradeep Bangera,28,Karnataka,Kodagu,Kodagu,None
C0801,Gopal Patil,30,Karnataka,Ballari,Ballari,None
C0802,Kishore Murthy,32,Karnataka,Mysuru,Mysuru,None
C0803,Chirag Alva,23,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0804,Jagannath Bollineni,51,Karnataka,Shivamogga,Shivamogga,None
C0805,Tejas Lobo,30,Karnataka,Dharwad,Dharwad,Gang_39
C0806,Umesh Suvarna,44,Karnataka,Koppal,Koppal,Gang_4
C0807,Ajay Ramesh,22,Karnataka,Dharwad,Dharwad,None
C0808,Bhaskar Rai,51,Telangana,Bengaluru Rural,Bengaluru Rural,None
C0809,Mahesh Rai,20,Karnataka,Bidar,Bidar,Gang_32
C0810,Sharath Ramesh,53,Karnataka,Koppal,Koppal,None
C0811,Ramesh Bangera,49,Karnataka,Belagavi,Belagavi,None
C0812,Anand Lobo,44,Karnataka,Koppal,Koppal,None
C0813,Nithin Pandit,28,Telangana,Shivamogga,Shivamogga,Gang_50
C0814,Naveen Sharma,48,Kerala,Mysuru,Mysuru,None
C0815,Sunil Udupa,30,Kerala,Bidar,Bidar,None
C0816,Mahesh Mallya,23,Karnataka,Hassan,Hassan,None
C0817,Dinesh Bollineni,40,Karnataka,Kalaburagi,Kalaburagi,None
C0818,Jagannath Pai,46,Karnataka,Raichur,Raichur,None
C0819,Yash Bairy,59,Karnataka,Koppal,Koppal,None
C0820,Sharath Bhat,54,Karnataka,Dharwad,Dharwad,Gang_48
C0821,Aditya Bollineni,52,Karnataka,Koppal,Koppal,Gang_46
C0822,Aditya Kotian,36,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_9
C0823,Anil Murthy,47,Karnataka,Vijayapura,Vijayapura,None
C0824,Sandeep Bollineni,30,Karnataka,Dharwad,Dharwad,None
C0825,Anoop Shekar,56,Karnataka,Mysuru,Mysuru,None
C0826,Kiran Bangera,46,Karnataka,Koppal,Koppal,None
C0827,Anil Bhat,33,Telangana,Kodagu,Kodagu,None
C0828,Ranjith Rao,39,Telangana,Hassan,Hassan,None
C0829,Mukesh Fernandes,23,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_30
C0830,Shivakumar Pinto,60,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0831,Srinivas Kulkarni,51,Karnataka,Raichur,Raichur,Gang_9
C0832,Devraj Rai,41,Karnataka,Ballari,Ballari,None
C0833,Varun Fernandes,60,Karnataka,Shivamogga,Shivamogga,Gang_1
C0834,Arun Bhat,26,Karnataka,Koppal,Koppal,None
C0835,Lokesh Karkera,20,Telangana,Bengaluru Urban,Bengaluru Urban,Gang_2
C0836,Arun Desai,24,Karnataka,Kodagu,Kodagu,None
C0837,Mahesh Hegde,49,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0838,Mahesh Kumar,41,Tamil Nadu,Tumakuru,Tumakuru,None
C0839,Mithun Pinto,30,Karnataka,Shivamogga,Shivamogga,None
C0840,Nagaraj Karkera,47,Maharashtra,Shivamogga,Shivamogga,Gang_42
C0841,Tarun Bollineni,51,Karnataka,Ballari,Ballari,None
C0842,Nandakumar Shanbhag,37,Karnataka,Kalaburagi,Kalaburagi,None
C0843,Chandan Suvarna,31,Telangana,Dharwad,Dharwad,Gang_4
C0844,Mahesh Suvarna,38,Telangana,Shivamogga,Shivamogga,None
C0845,Bhaskar Bairy,43,Karnataka,Bidar,Bidar,Gang_38
C0846,Raghav Adiga,51,Karnataka,Koppal,Koppal,Gang_10
C0847,Santosh Ramesh,36,Karnataka,Bidar,Bidar,None
C0848,Rakesh Acharya,44,Karnataka,Vijayapura,Vijayapura,None
C0849,Bhaskar Desai,60,Karnataka,Shivamogga,Shivamogga,Gang_48
C0850,Tejas Pai,43,Karnataka,Tumakuru,Tumakuru,Gang_47
C0851,Rakesh Nayak,60,Karnataka,Vijayapura,Vijayapura,None
C0852,Rajesh Mallya,38,Karnataka,Kodagu,Kodagu,Gang_27
C0853,Darshan Patil,24,Karnataka,Tumakuru,Tumakuru,None
C0854,Madan Pinto,23,Andhra Pradesh,Vijayapura,Vijayapura,None
C0855,Raghav Naik,53,Andhra Pradesh,Kalaburagi,Kalaburagi,Gang_38
C0856,Santosh Fernandes,59,Tamil Nadu,Kalaburagi,Kalaburagi,None
C0857,Karthik Bollineni,25,Karnataka,Raichur,Raichur,None
C0858,Yogesh Naik,22,Karnataka,Koppal,Koppal,Gang_1
C0859,Ashok Pandit,38,Karnataka,Ballari,Ballari,Gang_15
C0860,Rajesh Kunder,29,Karnataka,Tumakuru,Tumakuru,None
C0861,Chandan Mendonca,26,Andhra Pradesh,Tumakuru,Tumakuru,None
C0862,Dinesh Pandit,32,Karnataka,Belagavi,Belagavi,None
C0863,Girish Kunder,34,Karnataka,Kodagu,Kodagu,Gang_40
C0864,Lohith Shekar,56,Karnataka,Raichur,Raichur,None
C0865,Akhil Shekar,33,Karnataka,Ballari,Ballari,Gang_14
C0866,Lohith Bhat,36,Karnataka,Kalaburagi,Kalaburagi,Gang_37
C0867,Pradeep Bollineni,50,Karnataka,Ballari,Ballari,Gang_25
C0868,Gopal Kotian,38,Karnataka,Tumakuru,Tumakuru,None
C0869,Shivakumar Ramesh,30,Telangana,Kodagu,Kodagu,None
C0870,Sandeep Lobo,37,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0871,Harish Pinto,45,Karnataka,Shivamogga,Shivamogga,None
C0872,Vinod D'Souza,26,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_25
C0873,Pavan Reddy,57,Karnataka,Dharwad,Dharwad,Gang_49
C0874,Manjunath Kunder,33,Karnataka,Belagavi,Belagavi,None
C0875,Rohit Lobo,33,Maharashtra,Bengaluru Rural,Bengaluru Rural,None
C0876,Lokesh Salian,23,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_35
C0877,Anil Rai,24,Karnataka,Hassan,Hassan,None
C0878,Madan D'Souza,39,Karnataka,Belagavi,Belagavi,None
C0879,Sunil Verma,59,Karnataka,Ballari,Ballari,None
C0880,Pavan Kudva,51,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_19
C0881,Manoj Hegde,47,Karnataka,Mysuru,Mysuru,None
C0882,Nagaraj Sharma,51,Karnataka,Dharwad,Dharwad,None
C0883,Yogesh Adiga,52,Karnataka,Hassan,Hassan,Gang_34
C0884,Sandeep Joshi,34,Karnataka,Mysuru,Mysuru,Gang_37
C0885,Akash Gowda,34,Karnataka,Shivamogga,Shivamogga,None
C0886,Anoop Adiga,43,Karnataka,Koppal,Koppal,None
C0887,Rohit Adiga,23,Karnataka,Belagavi,Belagavi,None
C0888,Arun Patil,25,Karnataka,Hassan,Hassan,Gang_30
C0889,Mohan Fernandes,54,Karnataka,Tumakuru,Tumakuru,Gang_2
C0890,Ravi Joshi,24,Karnataka,Kodagu,Kodagu,None
C0891,Girish Joshi,38,Karnataka,Ballari,Ballari,None
C0892,Aravind Adiga,27,Karnataka,Hassan,Hassan,None
C0893,Lohith Kumar,21,Karnataka,Belagavi,Belagavi,Gang_24
C0894,Nithin Bangera,48,Kerala,Hassan,Hassan,None
C0895,Sachin Mallya,48,Karnataka,Belagavi,Belagavi,None
C0896,Pranav Bangera,37,Karnataka,Ballari,Ballari,Gang_19
C0897,Sandeep Naik,37,Karnataka,Dharwad,Dharwad,None
C0898,Ranjith Sharma,43,Telangana,Hassan,Hassan,None
C0899,Ajay Salian,20,Karnataka,Vijayapura,Vijayapura,Gang_40
C0900,Manoj Kulkarni,59,Karnataka,Koppal,Koppal,None
C0901,Aravind Rai,46,Karnataka,Hassan,Hassan,None
C0902,Yash Sharma,38,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0903,Anil Shetty,25,Karnataka,Dharwad,Dharwad,None
C0904,Amith Poojary,60,Karnataka,Kalaburagi,Kalaburagi,None
C0905,Aditya Shettigar,29,Karnataka,Hassan,Hassan,Gang_38
C0906,Suresh Bollineni,48,Karnataka,Belagavi,Belagavi,None
C0907,Hemant Ramesh,47,Karnataka,Bidar,Bidar,None
C0908,Chethan Kamath,25,Karnataka,Tumakuru,Tumakuru,None
C0909,Raghav Pujari,50,Karnataka,Tumakuru,Tumakuru,None
C0910,Umesh Pai,35,Karnataka,Dharwad,Dharwad,Gang_50
C0911,Santosh Murthy,43,Karnataka,Tumakuru,Tumakuru,None
C0912,Sunil Kotian,55,Karnataka,Mysuru,Mysuru,None
C0913,Vijay Udupa,45,Telangana,Kalaburagi,Kalaburagi,Gang_18
C0914,Ranjith Murthy,53,Karnataka,Vijayapura,Vijayapura,Gang_25
C0915,Raghav Acharya,35,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_17
C0916,Tarun Kumar,45,Karnataka,Bidar,Bidar,None
C0917,Arun Sharma,39,Karnataka,Koppal,Koppal,Gang_25
C0918,Mukesh Reddy,40,Karnataka,Belagavi,Belagavi,None
C0919,Abhishek Pujari,54,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_14
C0920,Santosh Pujari,41,Karnataka,Vijayapura,Vijayapura,None
C0921,Dinesh Gowda,23,Karnataka,Koppal,Koppal,None
C0922,Akhil Acharya,49,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_39
C0923,Kiran Hegde,53,Karnataka,Shivamogga,Shivamogga,Gang_49
C0924,Mohan Adiga,26,Karnataka,Kodagu,Kodagu,None
C0925,Pradeep Shanbhag,38,Karnataka,Tumakuru,Tumakuru,None
C0926,Pavan Poojary,47,Telangana,Hassan,Hassan,Gang_40
C0927,Ashok Shettigar,57,Karnataka,Ballari,Ballari,None
C0928,Anand Mallya,31,Karnataka,Raichur,Raichur,None
C0929,Ranjith Pandit,34,Karnataka,Shivamogga,Shivamogga,None
C0930,Ranjith Kotian,40,Karnataka,Bidar,Bidar,Gang_24
C0931,Rohit Udupa,36,Karnataka,Tumakuru,Tumakuru,Gang_1
C0932,Sharath Reddy,37,Karnataka,Kalaburagi,Kalaburagi,None
C0933,Nikhil Kumar,56,Karnataka,Dharwad,Dharwad,None
C0934,Anoop Mallya,33,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0935,Mohan Bollineni,48,Andhra Pradesh,Bengaluru Urban,Bengaluru Urban,Gang_26
C0936,Chandan Alva,44,Karnataka,Kalaburagi,Kalaburagi,None
C0937,Harsha Kulkarni,57,Karnataka,Ballari,Ballari,None
C0938,Girish Murthy,29,Karnataka,Kalaburagi,Kalaburagi,None
C0939,Naveen Kulkarni,21,Karnataka,Mysuru,Mysuru,None
C0940,Ajay Poojary,52,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_49
C0941,Umesh Shettigar,45,Karnataka,Bidar,Bidar,Gang_10
C0942,Ravi Bairy,48,Karnataka,Kalaburagi,Kalaburagi,Gang_36
C0943,Girish Poojary,39,Telangana,Raichur,Raichur,None
C0944,Pradeep Lobo,27,Tamil Nadu,Kodagu,Kodagu,None
C0945,Girish Hegde,46,Telangana,Kalaburagi,Kalaburagi,None
C0946,Lohith Pujari,23,Karnataka,Mysuru,Mysuru,Gang_30
C0947,Mithun Sharma,39,Karnataka,Raichur,Raichur,Gang_32
C0948,Raghav Bollineni,39,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0949,Nithin Rai,28,Andhra Pradesh,Bidar,Bidar,None
C0950,Gautham Gowda,27,Karnataka,Belagavi,Belagavi,Gang_33
C0951,Dinesh Lobo,40,Karnataka,Mysuru,Mysuru,None
C0952,Aravind Sharma,53,Karnataka,Belagavi,Belagavi,None
C0953,Krishna Kotian,29,Karnataka,Shivamogga,Shivamogga,None
C0954,Vinod Patil,47,Karnataka,Raichur,Raichur,Gang_3
C0955,Mohan Nayak,59,Karnataka,Dharwad,Dharwad,None
C0956,Rakesh Devadiga,50,Karnataka,Dharwad,Dharwad,Gang_30
C0957,Tejas Poojary,43,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0958,Suresh Shekar,33,Andhra Pradesh,Belagavi,Belagavi,None
C0959,Chandan Adiga,24,Karnataka,Mysuru,Mysuru,Gang_39
C0960,Naveen Murthy,41,Karnataka,Bidar,Bidar,None
C0961,Ashok Alva,20,Karnataka,Belagavi,Belagavi,None
C0962,Yash Kumar,38,Karnataka,Vijayapura,Vijayapura,None
C0963,Lohith Adiga,40,Karnataka,Mysuru,Mysuru,None
C0964,Shivakumar Gowda,31,Telangana,Tumakuru,Tumakuru,None
C0965,Tarun Shanbhag,39,Karnataka,Kalaburagi,Kalaburagi,Gang_20
C0966,Yash Bhat,25,Andhra Pradesh,Raichur,Raichur,None
C0967,Ranjith Bhat,40,Karnataka,Tumakuru,Tumakuru,None
C0968,Arun Bollineni,58,Karnataka,Raichur,Raichur,Gang_25
C0969,Manoj Rao,20,Telangana,Vijayapura,Vijayapura,Gang_13
C0970,Manjunath Kudva,59,Karnataka,Shivamogga,Shivamogga,None
C0971,Bharath Kamath,28,Karnataka,Tumakuru,Tumakuru,None
C0972,Yash Shanbhag,60,Karnataka,Dharwad,Dharwad,None
C0973,Santosh Kumar,56,Karnataka,Vijayapura,Vijayapura,None
C0974,Kiran Rao,27,Karnataka,Tumakuru,Tumakuru,Gang_21
C0975,Vijay Murthy,35,Karnataka,Raichur,Raichur,None
C0976,Bharath Bangera,21,Maharashtra,Kodagu,Kodagu,None
C0977,Kishore Pandit,34,Telangana,Tumakuru,Tumakuru,None
C0978,Rajesh Bollineni,44,Karnataka,Kalaburagi,Kalaburagi,None
C0979,Mohan Noronha,38,Karnataka,Belagavi,Belagavi,None
C0980,Pradeep Reddy,26,Karnataka,Hassan,Hassan,Gang_26
C0981,Mithun Karkera,58,Karnataka,Bidar,Bidar,None
C0982,Pradeep Rai,50,Karnataka,Kodagu,Kodagu,None
C0983,Madan Poojary,36,Kerala,Vijayapura,Vijayapura,Gang_49
C0984,Hemant Karkera,47,Andhra Pradesh,Hassan,Hassan,None
C0985,Tarun Karkera,45,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0986,Tejas Verma,58,Kerala,Koppal,Koppal,None
C0987,Abhishek Adiga,50,Tamil Nadu,Dharwad,Dharwad,None
C0988,Naveen Moily,59,Karnataka,Ballari,Ballari,None
C0989,Yogesh Kotian,59,Karnataka,Mysuru,Mysuru,None
C0990,Hemant Kamath,46,Karnataka,Koppal,Koppal,Gang_22
C0991,Shivakumar Murthy,58,Karnataka,Bidar,Bidar,None
C0992,Harish D'Souza,54,Karnataka,Kodagu,Kodagu,None
C0993,Mahesh Moily,37,Karnataka,Raichur,Raichur,None
C0994,Amith Fernandes,39,Karnataka,Bidar,Bidar,None
C0995,Chethan Verma,45,Karnataka,Kalaburagi,Kalaburagi,None
C0996,Tejas Karkera,30,Telangana,Vijayapura,Vijayapura,Gang_49
C0997,Anoop Shettigar,60,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0998,Kiran Adiga,53,Karnataka,Tumakuru,Tumakuru,None
C0999,Vinod Salian,41,Karnataka,Dharwad,Dharwad,None
C1000,Gopal Alva,58,Karnataka,Bidar,Bidar,None
C1001,Rohit Pinto,45,Karnataka,Belagavi,Belagavi,Gang_46
C1002,Vijay Salian,38,Karnataka,Kodagu,Kodagu,None
C1003,Mithun Shanbhag,59,Karnataka,Bidar,Bidar,Gang_41
C1004,Mukesh Murthy,50,Karnataka,Kodagu,Kodagu,None
C1005,Nikhil Poojary,32,Maharashtra,Ballari,Ballari,Gang_14
C1006,Mahesh Verma,26,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C1007,Raghav Karkera,36,Karnataka,Kalaburagi,Kalaburagi,Gang_34
C1008,Manoj Bhat,60,Karnataka,Raichur,Raichur,None
C1009,Kiran Rai,25,Tamil Nadu,Tumakuru,Tumakuru,None
C1010,Abhishek Pinto,20,Karnataka,Belagavi,Belagavi,None
C1011,Darshan Pandit,32,Karnataka,Mysuru,Mysuru,None
C1012,Manoj Shekar,33,Karnataka,Shivamogga,Shivamogga,None
C1013,Aravind Suvarna,37,Karnataka,Ballari,Ballari,Gang_22
C1014,Akash Mendonca,47,Karnataka,Shivamogga,Shivamogga,None
C1015,Hemant Pandit,36,Karnataka,Hassan,Hassan,None
C1016,Chirag Shekar,30,Karnataka,Hassan,Hassan,Gang_34
C1017,Venkatesh Naik,48,Karnataka,Vijayapura,Vijayapura,None
C1018,Pavan Shetty,51,Karnataka,Shivamogga,Shivamogga,None
C1019,Arun Kamath,44,Karnataka,Kodagu,Kodagu,Gang_46
C1020,Darshan Shettigar,57,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C1021,Varun Desai,59,Karnataka,Hassan,Hassan,None
C1022,Nithin Suvarna,53,Telangana,Shivamogga,Shivamogga,Gang_47
C1023,Ravi Hegde,43,Karnataka,Bidar,Bidar,None
C1024,Aravind Pai,43,Karnataka,Dharwad,Dharwad,Gang_28
C1025,Krishna Pai,30,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_28
C1026,Chethan Mendonca,47,Karnataka,Ballari,Ballari,Gang_10
C1027,Akhil Shetty,36,Karnataka,Mysuru,Mysuru,None
C1028,Arun Shettigar,57,Telangana,Koppal,Koppal,Gang_49
C1029,Gopal Mallya,25,Karnataka,Shivamogga,Shivamogga,None
C1030,Ashok Suvarna,56,Telangana,Vijayapura,Vijayapura,Gang_9
C1031,Lokesh Patil,38,Karnataka,Kodagu,Kodagu,None
C1032,Rajesh Ramesh,47,Karnataka,Belagavi,Belagavi,Gang_5
C1033,Anil Hegde,50,Maharashtra,Kalaburagi,Kalaburagi,None
C1034,Hemant Patil,20,Karnataka,Koppal,Koppal,None
C1035,Ramesh Murthy,23,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_13
C1036,Deepak Kudva,45,Karnataka,Bidar,Bidar,None
C1037,Dinesh Kulkarni,53,Karnataka,Hassan,Hassan,None
C1038,Mithun Bhat,37,Karnataka,Bidar,Bidar,None
C1039,Chirag Shanbhag,37,Telangana,Hassan,Hassan,None
C1040,Nagaraj Poojary,34,Karnataka,Koppal,Koppal,Gang_47
C1041,Nandakumar Bhat,36,Karnataka,Kodagu,Kodagu,Gang_16
C1042,Prakash Kumar,28,Maharashtra,Bidar,Bidar,None
C1043,Srinivas Shekar,52,Karnataka,Koppal,Koppal,None
C1044,Anil Reddy,56,Karnataka,Belagavi,Belagavi,None
C1045,Aditya Karkera,26,Telangana,Kalaburagi,Kalaburagi,None
C1046,Karthik Rao,43,Tamil Nadu,Mysuru,Mysuru,None
C1047,Abhishek Kunder,54,Karnataka,Raichur,Raichur,Gang_40
C1048,Lohith Devadiga,37,Karnataka,Hassan,Hassan,Gang_31
C1049,Ranjith Pujari,26,Karnataka,Dharwad,Dharwad,None
C1050,Pranav Devadiga,49,Karnataka,Bidar,Bidar,None
C1051,Dinesh Nayak,38,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_24
C1052,Varun Pujari,33,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C1053,Sunil Lobo,43,Karnataka,Tumakuru,Tumakuru,Gang_22
C1054,Varun Hegde,48,Karnataka,Vijayapura,Vijayapura,Gang_11
C1055,Shashank Bhat,52,Karnataka,Tumakuru,Tumakuru,None
C1056,Nikhil Pai,36,Karnataka,Kodagu,Kodagu,Gang_29
C1057,Madan Kudva,31,Karnataka,Kalaburagi,Kalaburagi,None
C1058,Rohit Nayak,34,Karnataka,Ballari,Ballari,Gang_8
C1059,Tejas Kamath,54,Karnataka,Vijayapura,Vijayapura,None
C1060,Mahesh Nayak,52,Karnataka,Mysuru,Mysuru,None
C1061,Mithun Kudva,60,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C1062,Chethan Joshi,54,Karnataka,Shivamogga,Shivamogga,None
C1063,Akash Bhat,29,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C1064,Shankar Kunder,24,Karnataka,Kalaburagi,Kalaburagi,None
C1065,Srinivas Pai,34,Karnataka,Kalaburagi,Kalaburagi,None
C1066,Harsha Mallya,51,Karnataka,Ballari,Ballari,None
C1067,Sharath Shetty,45,Andhra Pradesh,Kalaburagi,Kalaburagi,None
C1068,Manoj Kotian,49,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_20
C1069,Suresh Pinto,23,Karnataka,Kalaburagi,Kalaburagi,Gang_40
C1070,Tejas Hegde,37,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_23
C1071,Ashok Pinto,20,Karnataka,Belagavi,Belagavi,None
C1072,Karthik Desai,51,Karnataka,Raichur,Raichur,None
C1073,Deepak Joshi,29,Karnataka,Tumakuru,Tumakuru,None
C1074,Sunil Devadiga,43,Karnataka,Vijayapura,Vijayapura,None
C1075,Tejas D'Souza,48,Karnataka,Bidar,Bidar,None
C1076,Pavan Shekar,50,Karnataka,Raichur,Raichur,None
C1077,Madan Bairy,29,Karnataka,Hassan,Hassan,None
C1078,Prakash Shetty,60,Karnataka,Bidar,Bidar,None
C1079,Vijay Pinto,22,Karnataka,Belagavi,Belagavi,None
C1080,Nikhil Murthy,27,Karnataka,Tumakuru,Tumakuru,Gang_29
C1081,Aravind Pinto,22,Karnataka,Hassan,Hassan,None
C1082,Nithin Sharma,30,Karnataka,Hassan,Hassan,None
C1083,Umesh Salian,37,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C1084,Ramesh Joshi,41,Karnataka,Belagavi,Belagavi,Gang_10
C1085,Harish Patil,48,Kerala,Vijayapura,Vijayapura,None
C1086,Chethan Kudva,41,Karnataka,Raichur,Raichur,Gang_41
C1087,Srinivas Mendonca,51,Karnataka,Shivamogga,Shivamogga,None
C1088,Manjunath Nayak,58,Telangana,Kalaburagi,Kalaburagi,None
C1089,Darshan Mallya,52,Karnataka,Kodagu,Kodagu,Gang_10
C1090,Sachin Poojary,20,Kerala,Ballari,Ballari,None
C1091,Anoop Kulkarni,33,Karnataka,Ballari,Ballari,None
C1092,Sharath Moily,34,Karnataka,Kodagu,Kodagu,None
C1093,Srinivas Devadiga,31,Telangana,Mysuru,Mysuru,Gang_3
C1094,Aditya Devadiga,42,Karnataka,Kalaburagi,Kalaburagi,Gang_10
C1095,Pavan Pai,46,Karnataka,Kodagu,Kodagu,None
C1096,Gopal Shekar,49,Karnataka,Shivamogga,Shivamogga,Gang_16
C1097,Ramesh Shekar,23,Karnataka,Belagavi,Belagavi,None
C1098,Lokesh Bangera,37,Telangana,Bengaluru Rural,Bengaluru Rural,None
C1099,Rohit Murthy,43,Karnataka,Kalaburagi,Kalaburagi,None
C1100,Yash Nayak,53,Karnataka,Kodagu,Kodagu,None
C1101,Aditya Alva,59,Karnataka,Hassan,Hassan,None
C1102,Jagannath Bairy,42,Karnataka,Vijayapura,Vijayapura,None
C1103,Devraj Mendonca,60,Karnataka,Koppal,Koppal,Gang_10
C1104,Srinivas Salian,48,Karnataka,Hassan,Hassan,None
C1105,Akash Kulkarni,48,Karnataka,Dharwad,Dharwad,None
C1106,Manjunath Mallya,27,Karnataka,Kodagu,Kodagu,Gang_15
C1107,Amith Shanbhag,37,Kerala,Bengaluru Rural,Bengaluru Rural,None
C1108,Yogesh Bairy,57,Andhra Pradesh,Dharwad,Dharwad,None
C1109,Pavan Noronha,40,Karnataka,Ballari,Ballari,None
C1110,Sharath Bollineni,56,Karnataka,Shivamogga,Shivamogga,None
C1111,Gautham Murthy,35,Karnataka,Koppal,Koppal,None
