crime_id,criminal_id,criminal_name,gang_id,district,city,police_station,crime_type,latitude,longitude,date,severity,status
CR018714,C1508,Rohit Rao,Gang_17,Ballari,Hospet,Hospet Town PS,Assault,15.129796,76.939683,2024-04-03,high,investigating
CR018715,C1508,Rohit Rao,Gang_17,Raichur,Manvi,Manvi Town PS,Assault,15.962335,77.642927,2024-01-19,low,investigating
CR018716,C1508,Rohit Rao,Gang_17,Shivamogga,Bhadravati,Paper Town PS,Land Dispute,14.215672,75.852593,2024-02-21,low,investigating
CR018717,C1508,Rohit Rao,Gang_17,Udupi,Karkala,Ajekar PS,Domestic Violence,13.51379,74.507788,2024-11-27,medium,open
CR018718,C1508,Rohit Rao,Gang_17,Chikkamagaluru,Kadur,Kadur Town PS,Drug Offense,13.188573,75.733874,2024-06-04,low,closed
CR018719,C1508,Rohit Rao,Gang_17,Vijayapura,Sindagi,Sindagi Town PS,Fraud,16.673574,75.55346,2023-03-30,high,investigating
CR018720,C1508,Rohit Rao,Gang_17,Mandya,Mandya,Mandya PS,Murder,12.584633,76.742672,2024-09-06,medium,closed
CR018721,C1508,Rohit Rao,Gang_17,Dakshina Kannada,Bantwal,Bantwal Town PS,Mobile Theft,12.988786,75.309277,2024-04-02,low,closed
CR018722,C1508,Rohit Rao,Gang_17,Chamarajanagar,Kollegal,Kollegal PS,Theft,11.793671,77.199328,2023-01-15,low,open
CR018723,C1508,Rohit Rao,Gang_17,Raichur,Raichur City,Raichur PS,Assault,16.235103,77.333642,2024-12-01,high,investigating
CR018724,C1508,Rohit Rao,Gang_17,Koppal,Kushtagi,Kushtagi Town PS,Fraud,15.201971,76.028019,2023-07-27,low,open
CR018725,C1508,Rohit Rao,Gang_17,Kalaburagi,Sedam,Sedam PS,Kidnapping,17.618013,76.697473,2023-10-17,medium,closed
CR018726,C1508,Rohit Rao,Gang_17,Vijayapura,Indi,Indi Town PS,Robbery,16.86037,75.583606,2023-11-17,low,closed
CR018727,C1508,Rohit Rao,Gang_17,Ramanagara,Ramanagara,Ramanagara Town PS,Fraud,12.749961,77.133704,2024-06-02,low,open
CR018728,C1508,Rohit Rao,Gang_17,Vijayapura,Vijayapura City,Vijayapura City Traffic PS,Murder,17.097635,75.95337,2023-04-09,low,open
CR018729,C1509,Bharath Adiga,Gang_9,Bidar,Bidar City,Bidar City Traffic PS,Fraud,18.080698,77.812079,2024-06-25,high,investigating
CR018730,C1509,Bharath Adiga,Gang_9,Udupi,Udupi,Manipal PS,Vehicle Theft,13.35358,74.653009,2023-10-13,high,open
CR018731,C1509,Bharath Adiga,Gang_9,Chikkaballapura,Chikkaballapura,Chikkaballapura Town PS,Land Dispute,13.496152,77.890361,2023-03-08,low,investigating
CR018732,C1509,Bharath Adiga,Gang_9,Uttara Kannada,Karwar,Karwar Traffic PS,Mobile Theft,14.831284,74.818139,2023-07-09,high,open
CR018733,C1509,Bharath Adiga,Gang_9,Gadag,Gadag,Betageri PS,Fraud,15.696482,75.823315,2023-04-14,medium,open
CR018734,C1509,Bharath Adiga,Gang_9,Mangaluru,Mangaluru,Pandeshwar PS,Domestic Violence,13.029941,74.939989,2023-09-15,high,investigating
CR018735,C1509,Bharath Adiga,Gang_9,Hassan,Sakleshpur,Sakleshpur PS,Assault,12.928728,76.092026,2024-01-17,high,investigating
CR018736,C1509,Bharath Adiga,Gang_9,Bengaluru Rural,Devanahalli,Devanahalli PS,Murder,13.484307,77.645853,2023-04-28,low,investigating
CR018737,C1509,Bharath Adiga,Gang_9,Dakshina Kannada,Bantwal,Bantwal Town PS,Chain Snatching,13.066502,75.4106,2024-01-03,low,investigating
CR018738,C1509,Bharath Adiga,Gang_9,Belagavi,Gokak,Gokak Traffic PS,Theft,15.938701,74.490338,2024-01-24,medium,investigating
CR018739,C1509,Bharath Adiga,Gang_9,Bidar,Bidar City,Bidar City Traffic PS,Mobile Theft,18.029132,77.655249,2024-05-08,high,open
CR018740,C1509,Bharath Adiga,Gang_9,Koppal,Koppal City,Koppal PS,Domestic Violence,15.242733,76.236376,2024-12-30,low,investigating
CR018741,C1509,Bharath Adiga,Gang_9,Kalaburagi,Jewargi,Jewargi PS,Vehicle Theft,17.432634,76.927622,2023-05-14,medium,investigating
CR018742,C1509,Bharath Adiga,Gang_9,Chikkaballapura,Chikkaballapura,Chikkaballapura Town PS,Kidnapping,13.271221,77.641527,2023-06-13,low,closed
CR018743,C1510,Mahesh Kunder,,Yadgir,Yadgir City,Yadgir PS,Drug Offense,16.690932,77.117294,2024-12-16,medium,closed
CR018744,C1510,Mahesh Kunder,,Bengaluru Rural,Doddaballapura,Doddaballapura Town PS,Fraud,12.916641,77.22584,2024-10-15,medium,closed
CR018745,C1510,Mahesh Kunder,,Kalaburagi,Jewargi,Yadrami PS,Mobile Theft,17.440878,76.912256,2024-07-05,medium,investigating
CR018746,C1510,Mahesh Kunder,,Kalaburagi,Kalaburagi City,Brahmapur PS,Cybercrime,17.330096,76.818024,2023-09-13,low,investigating
CR018747,C1510,Mahesh Kunder,,Ballari,Sandur,Toranagallu PS,Land Dispute,15.015234,76.648304,2023-05-05,low,investigating
CR018748,C1510,Mahesh Kunder,,Uttara Kannada,Bhatkal,Bhatkal Rural PS,Mobile Theft,14.781787,74.564764,2024-11-12,medium,open
CR018749,C1510,Mahesh Kunder,,Bidar,Bhalki,Bhalki PS,Murder,17.794076,77.230112,2023-07-17,low,closed
CR018750,C1510,Mahesh Kunder,,Shivamogga,Sagara,Sagara Rural PS,Vehicle Theft,13.967872,75.594163,2024-07-26,low,closed
CR018751,C1510,Mahesh Kunder,,Kodagu,Virajpet,Virajpet Rural PS,Mobile Theft,12.380119,75.979914,2023-09-10,low,open
CR018752,C1510,Mahesh Kunder,,Tumakuru,Tumakuru City,Tumakuru City Traffic PS,Cybercrime,13.586206,77.045503,2023-03-28,low,open
CR018753,C1510,Mahesh Kunder,,Dakshina Kannada,Puttur,Puttur Traffic PS,Drug Offense,12.889701,75.241006,2024-11-30,low,closed
CR018754,C1510,Mahesh Kunder,,Bidar,Basavakalyan,Basavakalyan Town PS,Fraud,17.753086,77.419423,2023-03-18,high,open
CR018755,C1510,Mahesh Kunder,,Kolar,Malur,Malur Rural PS,Cybercrime,13.423043,78.176198,2023-09-08,low,investigating
CR018756,C1511,Vikas Kunder,Gang_12,Raichur,Sindhanur,Sindhanur Rural PS,Domestic Violence,16.231727,77.177454,2024-12-11,low,open
CR018757,C1511,Vikas Kunder,Gang_12,Bidar,Bidar City,Bidar PS,Assault,17.961296,77.395939,2024-07-13,low,open
CR018758,C1511,Vikas Kunder,Gang_12,Kalaburagi,Sedam,Sedam PS,Cybercrime,17.063447,77.027322,2023-09-10,low,open
CR018759,C1511,Vikas Kunder,Gang_12,Ballari,Sandur,Toranagallu PS,Fraud,15.275736,77.183684,2023-03-20,medium,investigating
CR018760,C1511,Vikas Kunder,Gang_12,Kalaburagi,Kalaburagi City,Station Bazaar PS,Land Dispute,17.477358,77.111711,2023-03-14,medium,open
CR018761,C1511,Vikas Kunder,Gang_12,Belagavi,Gokak,Gokak Town PS,Drug Offense,15.892117,74.222003,2024-11-18,medium,open
CR018762,C1511,Vikas Kunder,Gang_12,Chitradurga,Hiriyur,Hiriyur Rural PS,Domestic Violence,14.326012,76.503881,2024-11-08,medium,closed
CR018763,C1511,Vikas Kunder,Gang_12,Yadgir,Yadgir City,Yadgir City Traffic PS,Murder,16.57547,77.300261,2023-11-22,medium,closed
CR018764,C1511,Vikas Kunder,Gang_12,Haveri,Ranebennur,Ranebennur Rural PS,Cybercrime,14.531592,75.181071,2023-03-03,low,open
CR018765,C1511,Vikas Kunder,Gang_12,Tumakuru,Tiptur,Tiptur Town PS,Theft,13.283539,76.8289,2024-03-06,low,closed
CR018766,C1511,Vikas Kunder,Gang_12,Vijayapura,Indi,Indi Rural PS,Robbery,16.819643,75.700031,2024-01-25,low,closed
CR018767,C1511,Vikas Kunder,Gang_12,Chikkamagaluru,Kadur,Kadur Rural PS,Assault,13.540665,75.499475,2023-11-20,low,open
CR018768,C1512,Jagadish Sharma,,Chikkamagaluru,Kadur,Kadur Town PS,Chain Snatching,13.522649,75.904486,2023-02-12,low,closed
CR018769,C1512,Jagadish Sharma,,Mandya,Srirangapatna,Srirangapatna PS,Assault,12.44424,76.675791,2023-06-08,low,investigating
CR018770,C1512,Jagadish Sharma,,Kalaburagi,Sedam,Sedam Town PS,Cybercrime,17.235319,77.092366,2024-05-17,high,closed
CR018771,C1512,Jagadish Sharma,,Haveri,Haveri,Haveri Town PS,Land Dispute,14.549583,75.585513,2024-02-05,medium,closed
CR018772,C1512,Jagadish Sharma,,Chikkamagaluru,Kadur,Kadur Town PS,Theft,13.399172,75.540654,2024-04-18,medium,closed
CR018773,C1512,Jagadish Sharma,,Chikkaballapura,Chikkaballapura,Chikkaballapura PS,Land Dispute,13.40081,77.513721,2023-05-29,medium,investigating
CR018774,C1512,Jagadish Sharma,,Chitradurga,Chitradurga,Chitradurga Town PS,Cybercrime,14.052009,76.402635,2024-04-27,low,open
CR018775,C1512,Jagadish Sharma,,Chikkaballapura,Sidlaghatta,Sidlaghatta PS,Burglary,13.138697,77.949485,2024-06-27,low,open
CR018776,C1512,Jagadish Sharma,,Mandya,Maddur,Maddur Rural PS,Assault,12.666262,76.720706,2023-03-01,medium,investigating
CR018777,C1512,Jagadish Sharma,,Raichur,Manvi,Manvi Rural PS,Murder,15.932868,77.243597,2023-01-31,low,closed
CR018778,C1512,Jagadish Sharma,,Mysuru,Mysuru City,Nazarbad PS,Fraud,12.289891,76.728391,2024-06-08,low,open
CR018779,C1512,Jagadish Sharma,,Davangere,Honnali,Honnali Rural PS,Burglary,14.724829,76.020986,2024-10-27,medium,investigating
CR018780,C1512,Jagadish Sharma,,Hassan,Arsikere,Arsikere Town PS,Assault,12.8859,75.957176,2024-09-28,high,closed
CR018781,C1512,Jagadish Sharma,,Ballari,Ballari City,Ballari PS,Land Dispute,15.110166,76.853768,2024-04-04,medium,open
CR018782,C1512,Jagadish Sharma,,Shivamogga,Bhadravati,Paper Town PS,Chain Snatching,14.178014,75.592091,2024-05-03,medium,open
CR018783,C1513,Shashank Fernandes,,Dakshina Kannada,Bantwal,Bantwal Town PS,Fraud,13.12059,75.496229,2024-01-16,low,open
CR018784,C1513,Shashank Fernandes,,Kalaburagi,Kalaburagi City,University PS,Assault,17.169737,76.858917,2023-03-30,low,closed
CR018785,C1513,Shashank Fernandes,,Yadgir,Gurmitkal,Gurmitkal Town PS,Fraud,17.004768,77.421682,2023-02-13,low,investigating
CR018786,C1513,Shashank Fernandes,,Davangere,Honnali,Nyamathi PS,Robbery,14.488845,75.947229,2023-04-21,low,closed
CR018787,C1513,Shashank Fernandes,,Koppal,Gangavathi,Gangavathi Rural PS,Cybercrime,15.552035,76.184332,2023-01-29,medium,open
CR018788,C1513,Shashank Fernandes,,Chikkaballapura,Bagepalli,Bagepalli PS,Domestic Violence,13.26606,77.874086,2023-09-12,high,closed
CR018789,C1513,Shashank Fernandes,,Kalaburagi,Sedam,Sedam Rural PS,Fraud,17.62652,76.648648,2023-06-16,medium,investigating
CR018790,C1513,Shashank Fernandes,,Ramanagara,Magadi,Magadi PS,Assault,12.853867,77.138458,2023-07-21,medium,closed
CR018791,C1513,Shashank Fernandes,,Chikkaballapura,Bagepalli,Bagepalli Town PS,Kidnapping,13.582198,77.594562,2024-11-13,medium,closed
CR018792,C1513,Shashank Fernandes,,Hassan,Sakleshpur,Sakleshpur Rural PS,Assault,12.971967,75.845039,2023-01-13,medium,investigating
CR018793,C1513,Shashank Fernandes,,Ramanagara,Kanakapura,Kanakapura Rural PS,Robbery,12.823994,77.018682,2023-03-27,low,open
CR018794,C1513,Shashank Fernandes,,Mysuru,Mysuru City,Devaraja PS,Vehicle Theft,12.403869,76.535372,2024-09-22,medium,open
CR018795,C1513,Shashank Fernandes,,Gadag,Gadag,Betageri PS,Murder,15.698887,75.45369,2024-01-11,low,closed
CR018796,C1513,Shashank Fernandes,,Tumakuru,Tumakuru City,New Extension PS,Fraud,13.461589,76.817436,2024-02-28,low,investigating
CR018797,C1513,Shashank Fernandes,,Ramanagara,Magadi,Magadi PS,Fraud,12.589784,77.103419,2024-04-18,low,closed
CR018798,C1513,Shashank Fernandes,,Kolar,Bangarapet,Bangarapet Town PS,Kidnapping,13.106901,77.899547,2023-09-13,low,investigating
CR018799,C1513,Shashank Fernandes,,Davangere,Harihar,Harihar PS,Vehicle Theft,14.235659,75.708291,2023-03-30,medium,open
CR018800,C1514,Chethan Lobo,,Vijayapura,Sindagi,Sindagi Rural PS,Theft,16.876587,75.626529,2024-10-15,medium,closed
CR018801,C1514,Chethan Lobo,,Raichur,Raichur City,Raichur PS,Assault,16.069701,77.149358,2024-12-26,medium,investigating
CR018802,C1514,Chethan Lobo,,Belagavi,Chikodi,Nippani PS,Theft,15.77929,74.731236,2023-01-06,medium,investigating
CR018803,C1514,Chethan Lobo,,Udupi,Kundapura,Byndoor PS,Drug Offense,13.355808,74.834048,2024-09-08,low,investigating
CR018804,C1514,Chethan Lobo,,Belagavi,Belagavi City,Belagavi PS,Drug Offense,15.842854,74.645301,2023-09-05,high,open
CR018805,C1514,Chethan Lobo,,Ballari,Ballari City,Brucepet PS,Burglary,15.020657,77.221356,2023-08-03,medium,investigating
CR018806,C1514,Chethan Lobo,,Chamarajanagar,Kollegal,Kollegal Town PS,Drug Offense,11.73644,76.935535,2023-11-02,low,closed
CR018807,C1514,Chethan Lobo,,Mandya,Mandya,Mandya PS,Cybercrime,12.382111,76.720651,2023-08-13,low,closed
CR018808,C1514,Chethan Lobo,,Vijayapura,Sindagi,Sindagi Town PS,Domestic Violence,17.112116,76.003093,2023-04-29,high,investigating
CR018809,C1514,Chethan Lobo,,Uttara Kannada,Bhatkal,Bhatkal PS,Domestic Violence,14.633619,74.678522,2024-03-21,medium,open
CR018810,C1514,Chethan Lobo,,Udupi,Udupi,Malpe PS,Assault,13.21805,74.520342,2024-11-26,low,investigating
CR018811,C1514,Chethan Lobo,,Udupi,Karkala,Karkala PS,Burglary,13.283185,75.012258,2024-04-23,low,closed
CR018812,C1514,Chethan Lobo,,Shivamogga,Bhadravati,Paper Town PS,Cybercrime,14.185918,75.404838,2023-11-06,high,closed
CR018813,C1514,Chethan Lobo,,Chitradurga,Hosadurga,Hosadurga Rural PS,Vehicle Theft,14.266131,76.317639,2023-01-14,medium,investigating
CR018814,C1515,Gopal Salian,,Chikkamagaluru,Chikkamagaluru City,Chikkamagaluru City Town PS,Drug Offense,13.342935,75.762251,2023-09-14,low,investigating
CR018815,C1515,Gopal Salian,,Koppal,Gangavathi,Gangavathi Town PS,Murder,15.28206,76.07084,2023-12-28,low,open
CR018816,C1515,Gopal Salian,,Shivamogga,Sagara,Sagara PS,Land Dispute,14.022058,75.445249,2024-08-08,low,investigating
CR018817,C1515,Gopal Salian,,Dakshina Kannada,Bantwal,Bantwal PS,Domestic Violence,12.788805,74.948888,2024-05-24,medium,closed
CR018818,C1515,Gopal Salian,,Ramanagara,Ramanagara,Ramanagara Town PS,Chain Snatching,12.426126,77.57842,2023-06-03,low,investigating
CR018819,C1515,Gopal Salian,,Dakshina Kannada,Puttur,Puttur Town PS,Domestic Violence,12.829519,75.491137,2023-07-09,low,open
CR018820,C1515,Gopal Salian,,Kolar,Kolar,Kolar Traffic PS,Chain Snatching,13.344109,78.143848,2023-06-26,medium,closed
CR018821,C1515,Gopal Salian,,Vijayapura,Vijayapura City,Adarsh Nagar PS,Chain Snatching,16.950077,75.471303,2023-04-10,medium,investigating
CR018822,C1515,Gopal Salian,,Ballari,Hospet,Hospet Town PS,Robbery,15.238623,77.099341,2023-03-05,medium,open
CR018823,C1515,Gopal Salian,,Shivamogga,Shivamogga City,Doddapete PS,Chain Snatching,13.719085,75.810336,2024-12-31,low,closed
CR018824,C1515,Gopal Salian,,Raichur,Sindhanur,Sindhanur Rural PS,Domestic Violence,16.339634,77.241328,2024-11-15,low,closed
CR018825,C1515,Gopal Salian,,Chitradurga,Hiriyur,Hiriyur Town PS,Vehicle Theft,14.39539,76.118262,2023-08-23,low,closed
CR018826,C1515,Gopal Salian,,Koppal,Koppal City,Koppal PS,Drug Offense,15.502651,76.40787,2023-11-02,low,open
CR018827,C1515,Gopal Salian,,Davangere,Davangere City,KTJ Nagar PS,Fraud,14.312422,75.733207,2023-10-01,low,closed
CR018828,C1515,Gopal Salian,,Mysuru,Nanjangud,Nanjangud Town PS,Theft,12.339675,76.713851,2023-07-14,low,investigating
CR018829,C1515,Gopal Salian,,Koppal,Kushtagi,Kushtagi Rural PS,Mobile Theft,15.261631,76.16001,2023-08-14,medium,closed
CR018830,C1515,Gopal Salian,,Kalaburagi,Sedam,Sedam Town PS,Kidnapping,17.251521,77.067914,2024-01-24,medium,closed
CR018831,C1516,Venkatesh Bangera,Gang_33,Kodagu,Virajpet,Virajpet Town PS,Burglary,12.183026,75.664369,2024-02-20,low,open
CR018832,C1516,Venkatesh Bangera,Gang_33,Udupi,Udupi,Udupi Town PS,Cybercrime,13.436236,74.956367,2024-11-02,medium,closed
CR018833,C1516,Venkatesh Bangera,Gang_33,Bengaluru Urban,Yelahanka,Yelahanka PS,Murder,12.900826,77.683371,2024-12-23,low,closed
CR018834,C1516,Venkatesh Bangera,Gang_33,Raichur,Sindhanur,Sindhanur PS,Land Dispute,15.948239,77.337476,2024-09-08,high,open
CR018835,C1516,Venkatesh Bangera,Gang_33,Tumakuru,Tiptur,Tiptur PS,Theft,13.57359,77.386365,2023-02-01,low,closed
CR018836,C1516,Venkatesh Bangera,Gang_33,Tumakuru,Madhugiri,Madhugiri Rural PS,Assault,13.11499,77.170375,2023-04-04,medium,investigating
CR018837,C1516,Venkatesh Bangera,Gang_33,Hubballi-Dharwad,Hubballi,Keshwapur PS,Kidnapping,15.53269,75.047727,2024-07-08,medium,closed
CR018838,C1516,Venkatesh Bangera,Gang_33,Raichur,Raichur City,West PS,Vehicle Theft,16.278095,77.310545,2024-10-31,low,investigating
CR018839,C1516,Venkatesh Bangera,Gang_33,Shivamogga,Sagara,Anandapura PS,Drug Offense,13.792416,75.73339,2024-02-28,medium,closed
CR018840,C1516,Venkatesh Bangera,Gang_33,Belagavi,Belagavi City,Tilakwadi PS,Chain Snatching,16.062639,74.214865,2024-10-01,low,closed
CR018841,C1516,Venkatesh Bangera,Gang_33,Kalaburagi,Kalaburagi City,Brahmapur PS,Fraud,17.497751,76.962092,2024-11-04,medium,closed
CR018842,C1516,Venkatesh Bangera,Gang_33,Udupi,Udupi,Udupi Town PS,Robbery,13.222973,74.83628,2023-04-29,medium,closed
CR018843,C1516,Venkatesh Bangera,Gang_33,Vijayapura,Vijayapura City,Adarsh Nagar PS,Vehicle Theft,16.901964,75.445738,2023-11-24,high,closed
CR018844,C1516,Venkatesh Bangera,Gang_33,Mandya,Maddur,Maddur Town PS,Cybercrime,12.524865,76.890825,2023-06-29,low,investigating
CR018845,C1517,Shivakumar Bangera,,Bengaluru Urban,Yelahanka,Yelahanka New Town PS,Kidnapping,12.917351,77.420142,2024-02-21,medium,closed
CR018846,C1517,Shivakumar Bangera,,Vijayapura,Sindagi,Sindagi Rural PS,Drug Offense,16.538901,75.901556,2023-09-11,high,investigating
CR018847,C1517,Shivakumar Bangera,,Bengaluru Rural,Devanahalli,Vijayapura PS,Drug Offense,13.452523,77.640266,2024-10-13,medium,open
CR018848,C1517,Shivakumar Bangera,,Ballari,Sandur,Sandur Rural PS,Mobile Theft,14.911037,76.872234,2024-05-02,high,investigating
CR018849,C1517,Shivakumar Bangera,,Koppal,Gangavathi,Gangavathi Town PS,Murder,15.532347,76.190101,2023-10-31,low,open
CR018850,C1517,Shivakumar Bangera,,Dakshina Kannada,Sullia,Sullia Rural PS,Mobile Theft,12.933978,75.346595,2024-11-29,low,open
CR018851,C1517,Shivakumar Bangera,,Hassan,Arsikere,Arsikere Town PS,Drug Offense,13.034207,76.255107,2023-11-14,low,closed
CR018852,C1517,Shivakumar Bangera,,Raichur,Sindhanur,Sindhanur Town PS,Murder,16.249319,77.225818,2024-12-31,high,open
CR018853,C1517,Shivakumar Bangera,,Chikkamagaluru,Tarikere,Tarikere Rural PS,Robbery,13.343774,75.57482,2024-03-31,medium,investigating
CR018854,C1517,Shivakumar Bangera,,Hubballi-Dharwad,Hubballi,Vidyanagar PS,Theft,15.625393,75.009149,2024-05-27,low,investigating
CR018855,C1517,Shivakumar Bangera,,Dakshina Kannada,Puttur,Puttur Town PS,Assault,12.773836,75.420422,2023-07-01,medium,closed
CR018856,C1517,Shivakumar Bangera,,Chamarajanagar,Chamarajanagar,Chamarajanagar PS,Domestic Violence,11.819829,76.682034,2023-07-18,low,open
CR018857,C1517,Shivakumar Bangera,,Chikkamagaluru,Chikkamagaluru City,Chikkamagaluru PS,Domestic Violence,13.508706,76.069075,2023-04-19,low,investigating
CR018858,C1517,Shivakumar Bangera,,Bidar,Basavakalyan,Basavakalyan Rural PS,Murder,18.064096,77.703785,2024-08-30,medium,open
CR018859,C1517,Shivakumar Bangera,,Dakshina Kannada,Bantwal,Bantwal Rural PS,Land Dispute,12.878441,75.016911,2024-12-22,low,open
CR018860,C1517,Shivakumar Bangera,,Bengaluru Rural,Doddaballapura,Doddaballapura PS,Theft,13.042568,77.664723,2023-07-07,low,investigating
CR018861,C1517,Shivakumar Bangera,,Mangaluru,Mangaluru,Mangaluru South PS,Burglary,12.760807,74.608626,2023-01-07,high,open
CR018862,C1518,Ajay Patil,Gang_28,Kolar,Kolar,Kolar Town PS,Kidnapping,13.125599,78.215036,2024-04-26,low,investigating
CR018863,C1518,Ajay Patil,Gang_28,Koppal,Kushtagi,Kushtagi Town PS,Fraud,15.311313,76.043483,2023-04-29,medium,closed
CR018864,C1518,Ajay Patil,Gang_28,Ramanagara,Magadi,Magadi Town PS,Theft,12.610216,77.304238,2024-01-25,low,closed
CR018865,C1518,Ajay Patil,Gang_28,Udupi,Udupi,Manipal PS,Burglary,13.493815,75.027882,2023-06-01,medium,closed
CR018866,C1518,Ajay Patil,Gang_28,Shivamogga,Bhadravati,Paper Town PS,Theft,13.786673,75.478621,2023-09-19,high,closed
CR018867,C1519,Ganesh Kumar,,Yadgir,Shahapur,Shahapur Rural PS,Theft,16.704709,77.266405,2023-10-17,medium,open
CR018868,C1519,Ganesh Kumar,,Bidar,Bidar City,Bidar City Traffic PS,Burglary,18.197511,77.409052,2024-03-07,medium,closed
CR018869,C1519,Ganesh Kumar,,Uttara Kannada,Karwar,Bazar PS,Vehicle Theft,14.845522,74.475915,2023-10-08,low,closed
CR018870,C1519,Ganesh Kumar,,Mangaluru,Mangaluru,Pandeshwar PS,Chain Snatching,12.707714,75.147661,2024-11-02,medium,closed
CR018871,C1519,Ganesh Kumar,,Haveri,Savanur,Savanur Town PS,Cybercrime,14.935407,75.108052,2024-06-02,low,open
CR018872,C1519,Ganesh Kumar,,Belagavi,Gokak,Gokak Rural PS,Murder,15.866413,74.635882,2023-04-04,low,investigating
CR018873,C1520,Tarun Joshi,,Chikkaballapura,Sidlaghatta,Sidlaghatta Rural PS,Mobile Theft,13.257557,77.838329,2023-08-12,low,investigating
CR018874,C1520,Tarun Joshi,,Hubballi-Dharwad,Navanagar,Navanagar PS,Mobile Theft,15.262473,75.138698,2023-05-18,high,investigating
CR018875,C1520,Tarun Joshi,,Shivamogga,Bhadravati,Paper Town PS,Murder,13.649274,75.592011,2023-07-04,medium,open
CR018876,C1520,Tarun Joshi,,Udupi,Karkala,Hebri PS,Drug Offense,13.346462,74.711864,2024-04-22,medium,open
CR018877,C1520,Tarun Joshi,,Raichur,Raichur City,Raichur City Traffic PS,Chain Snatching,16.029324,77.096531,2024-01-31,high,investigating
CR018878,C1520,Tarun Joshi,,Chamarajanagar,Kollegal,Kollegal Rural PS,Burglary,11.691218,77.117587,2024-11-26,medium,closed
CR018879,C1520,Tarun Joshi,,Chamarajanagar,Gundlupet,Gundlupet PS,Domestic Violence,12.032046,77.201211,2024-09-15,low,investigating
CR018880,C1520,Tarun Joshi,,Chitradurga,Hiriyur,Hiriyur PS,Robbery,14.441642,76.273408,2023-04-12,low,investigating
CR018881,C1520,Tarun Joshi,,Hubballi-Dharwad,Navanagar,Navanagar PS,Mobile Theft,15.226482,75.1572,2024-01-06,low,investigating
CR018882,C1520,Tarun Joshi,,Bengaluru Rural,Doddaballapura,Doddaballapura PS,Fraud,13.37658,77.677924,2024-03-08,medium,investigating
CR018883,C1520,Tarun Joshi,,Chitradurga,Hiriyur,Hiriyur Rural PS,Chain Snatching,14.350006,76.409442,2024-06-16,low,closed
CR018884,C1520,Tarun Joshi,,Tumakuru,Tiptur,Tiptur Town PS,Cybercrime,13.068576,77.242429,2024-05-04,medium,investigating
CR018885,C1520,Tarun Joshi,,Ballari,Hospet,Hospet Rural PS,Drug Offense,15.370918,76.940443,2024-12-25,medium,open
CR018886,C1520,Tarun Joshi,,Haveri,Ranebennur,Ranebennur Rural PS,Domestic Violence,14.640404,75.482822,2024-04-26,high,closed
CR018887,C1520,Tarun Joshi,,Gadag,Gadag,Gadag Town PS,Land Dispute,15.52059,75.614937,2023-12-15,high,open
CR018888,C1521,Vikas Bairy,,Vijayapura,Indi,Indi Rural PS,Land Dispute,16.872928,75.5838,2023-09-06,high,investigating
CR018889,C1521,Vikas Bairy,,Raichur,Manvi,Manvi PS,Vehicle Theft,15.994563,77.58484,2023-01-30,low,open
CR018890,C1521,Vikas Bairy,,Chikkaballapura,Bagepalli,Bagepalli PS,Murder,13.589534,77.982812,2023-12-21,low,closed
CR018891,C1521,Vikas Bairy,,Davangere,Honnali,Nyamathi PS,Burglary,14.478267,75.907418,2023-04-16,medium,investigating
CR018892,C1521,Vikas Bairy,,Bengaluru Urban,Yelahanka,Yelahanka PS,Mobile Theft,12.741269,77.594551,2023-11-01,medium,investigating
CR018893,C1521,Vikas Bairy,,Bengaluru Urban,Yelahanka,Yelahanka PS,Chain Snatching,12.83226,77.598036,2023-03-17,high,open
CR018894,C1521,Vikas Bairy,,Chitradurga,Hiriyur,Hiriyur Town PS,Land Dispute,14.478764,76.635394,2024-03-20,medium,open
CR018895,C1521,Vikas Bairy,,Mangaluru,Mangaluru,Mangaluru South PS,Cybercrime,12.772136,75.070817,2024-10-01,medium,investigating
CR018896,C1522,Manoj Moily,,Uttara Kannada,Bhatkal,Bhatkal PS,Theft,14.601648,74.535996,2023-06-23,medium,open
CR018897,C1522,Manoj Moily,,Hubballi-Dharwad,Dharwad,Dharwad Town PS,Fraud,15.134514,75.089422,2024-01-04,low,open
CR018898,C1522,Manoj Moily,,Shivamogga,Bhadravati,Old Town PS,Land Dispute,13.649634,75.339201,2024-03-12,low,closed
CR018899,C1522,Manoj Moily,,Chikkamagaluru,Tarikere,Lakkavalli PS,Chain Snatching,13.491524,75.85173,2023-07-26,low,investigating
CR018900,C1522,Manoj Moily,,Gadag,Ron,Ron Town PS,Murder,15.249675,75.379797,2024-04-05,low,closed
CR018901,C1522,Manoj Moily,,Mandya,Maddur,Maddur Town PS,Assault,12.570336,76.832973,2024-10-28,low,closed
CR018902,C1522,Manoj Moily,,Tumakuru,Tumakuru City,Tumakuru PS,Cybercrime,13.092767,77.37171,2024-12-19,medium,open
CR018903,C1522,Manoj Moily,,Hassan,Sakleshpur,Sakleshpur Town PS,Land Dispute,13.083678,76.192991,2024-04-13,medium,open
CR018904,C1522,Manoj Moily,,Ballari,Ballari City,Ballari PS,Assault,14.92236,76.84749,2023-09-10,low,open
CR018905,C1522,Manoj Moily,,Mandya,Srirangapatna,Srirangapatna PS,Kidnapping,12.285606,76.633244,2023-04-25,medium,closed
